source;shared_from;date;text;reactions;likes;ahah;love;wow;sigh;grrr;comments;post_id;url
Lào Cai;;2020-02-05 10:34:34;Tuyệt vời! Bà con mình yên tâm nhé 👏👏👏;130;127;;3;;;;7 Comments;495803517790231;/story.php?story_fbid=495803517790231&id=254011148636137
Lào Cai;;2020-02-04 13:53:10;Đến thị xã Sa Pa vào những ngày tháng Giêng, bạn không chỉ được hưởng thời tiết se se lạnh trong nắng nhẹ trong lành, mà còn được đi săn mây xuân ở nơi đỉnh trời.;75;70;;5;;;;4 Comments;495345017836081;/story.php?story_fbid=495345017836081&id=254011148636137
Lào Cai;;2020-02-04 11:12:10;Lào Cai: Bắt giữ 2 vụ buôn lậu khẩu trang qua biên giới LCĐT - Trao đổi với phóng viên, ông Nguyễn Văn Qúy, Phó đội trưởng Đội Kiểm soát Hải quan (Cục Hải quan Lào Cai), cho biết: Toàn bộ 25.250 chiếc khẩu trang đều không có giấy tờ chứng minh nguồn gốc được các đối tượng tập kết ở khu vực giáp biên để chuyển lậu sang bên kia biên giới. Vụ thứ nhất, vào lúc 20h, ngày 3/2, trong quá trình tuần tra tại khu vực biên giới (ven bờ sông Nậm Thi), thuộc địa phận tổ 10, phường Lào Cai, thành phố Lào Cai, Tổ công tác liên ngành do Đội Kiểm soát Hải quan (Cục Hải quan Lào Cai) chủ trì phối hợp với Đồn Biên phòng Cửa khẩu quốc tế Lào Cai, Phòng Cảnh sát Môi trường (Công an tỉnh) phát hiện một lô hàng nhiều thùng cát tông chứa hàng hóa nghi vấn. Qua kiểm tra, lực lượng chức năng phát hiện 5 thùng cát tông lớn bên trong có 245 hộp nhỏ chứa 12.250 khẩu trang y tế với nhiều nhãn hiệu khác nhau. Theo lời khai của chủ hàng Ngô Thị Hương (sinh năm 1993, trú tại thị trấn Yên Lạc, huyện Yên Lạc, tỉnh Vĩnh Phúc) không xuất trình được giấy tờ chứng minh nguồn gốc hàng hóa và khai nhận đã mua gom toàn bộ số khẩu trang trên ở một số địa phương của Việt Nam sau đó chuyển lên khu vực biên giới để chuẩn bị xuất lậu sang Trung Quốc bán kiếm lời. Vụ thứ 2, vào lúc 23h, ngày 3/2, trong khi tuần tra chống buôn lậu tại khu vực tổ 10, phường Lào Cai, thành phố Lào Cai, Tổ công tác Đội Kiểm soát Hải quan (Cục Hải quan Lào Cai) phát hiện Nguyễn Thị Quyên (sinh năm 1975), trú tại tổ 34, phường Cốc Lếu, thành phố Lào Cai đang tập kết 7 thùng cát tông lớn bên trong chứa 13.850 khẩu trang. Tại thời điểm kiểm tra, Nguyễn Thị Quyên không xuất trình được giấy tờ chứng minh nguồn gốc hàng hóa, nên Đội Kiểm soát Hải quan đã tạm giữ số khẩu trang trên để xử lý theo qui định. Tại cơ quan hải quan, Nguyễn Thị Quyên khai đã mua gom số khẩu trang này ở các địa phương trong nước sau đó mang ra biên giới để xuất lậu sang Trung Quốc bán kiếm lời. Hiện, toàn bộ số khẩu trang thu được của 2 vụ việc đã được Đội Kiểm soát Hải quan (Cục Hải quan Lào Cai) và cơ quan chức năng tịch thu để xử lý theo pháp luật. Trong những ngày bùng phát dịch bệnh viêm đường hô hấp cấp do chủng mới của virus Corona gây ra tại Trung Quốc, mặt hàng khẩu trang đang được nhiều tiểu thương tìm mua số lượng lớn sau đó xuất lậu sang bên kia biên giới bán kiếm lời. Mỗi hộp khẩu trang ở Việt Nam bán với giá từ 50.000 đến 55.000 đồng/hộp nhưng khi sang bên kia biên giới được đẩy giá lên gấp 2 đến 3 lần, nên đây là mặt hàng đang được nhiều đối tượng buôn lậu. Theo: baolaocai.vn;27;24;;;;3;;4 Comments;495298294507420;/story.php?story_fbid=495298294507420&id=254011148636137
Lào Cai;;2020-02-03 10:07:39;Theo thông báo của Cục Thương vụ Công nghiệp và Thông tin, Chính quyền nhân dân huyện Hà Khẩu, tỉnh Vân Nam (Trung Quốc) từ ngày 30/1 sẽ tạm dừng giao dịch tại chợ trao đổi cư dân biên giới Bắc Sơn – Hà Khẩu. Mặc dù đã thông tin đến các doanh nghiệp Việt Nam, nhưng hiện vẫn có hơn 100 container (hơn 2.000 tấn) thanh long đang “mắc kẹt” tại Cửa khẩu Quốc tế đường bộ số II Kim Thành.;43;42;;;1;;;3 Comments;494748911229025;/story.php?story_fbid=494748911229025&id=254011148636137
Lào Cai;;2020-02-02 11:11:32;Trong mấy ngày nay, ở nhiều điểm trong thành phố Lào Cai giáp biên giới Việt-Trung, rất nhiều đơn vị, doanh nghiệp và người dân tự nguyện quyên góp, ủng hộ khẩu trang y tế để phát miễn phí cho người dân đi đường, phòng ngừa bệnh viêm hô hấp cấp do virus corona gây ra.;269;251;;17;1;;;9 Comments;494234627947120;/story.php?story_fbid=494234627947120&id=254011148636137
Lào Cai;;2020-01-31 21:24:15;Toàn bộ học sinh tỉnh Lào Cai sẽ được nghỉ Tết Nguyên đán thêm 3 ngày so với lịch trước đó để đối phó với dịch corona.;148;146;;1;;1;;6 Comments;493399191363997;/story.php?story_fbid=493399191363997&id=254011148636137
Lào Cai;;2020-01-31 09:20:06;Từ ngày 25.1 – 30.1.2020, lực lượng chức năng tại cửa khẩu quốc tế Lào Cai đã phát hiện 22 trường hợp nghi bị nhiễm virus Corona, trong đó, có 9 công dân Trung Quốc, 1 công dân Thái Lan và 12 công dân Việt Nam.;15K;14K;4;6;23;87;5;105 Comments;493137584723491;/story.php?story_fbid=493137584723491&id=254011148636137
Lào Cai;;2020-01-30 15:16:50;Tuyệt vời quá cô gái LÀO CAI <3;161;155;;4;1;;1;C;492718428098740;/story.php?story_fbid=492718428098740&id=254011148636137
Lào Cai;;2020-01-30 14:26:24;Thông tin mới nhất từ Sở Y tế, ca bệnh đầu tiên tiếp nhận ngày 26/1 là Vũ Thị T (xã Cốc Mỳ, Bát Xát), ngày 26/1 sang Trung Quốc làm việc bị sốt và phía nước bạn bàn giao về Việt Nam đã có kết quả âm tính với virus corona.;88;85;;;1;2;;5 Comments;492702904766959;/story.php?story_fbid=492702904766959&id=254011148636137
Lào Cai;;2020-01-29 16:51:55;Với loạt background sống ảo độc đáo chìm giữa khung cảnh rừng núi vờn mây, khu phức hợp mới xuất hiện tại Sa Pa sẽ giúp bạn có một chuyến đi khởi đầu năm mới đầy thú vị.;46;45;;;1;;;C;492224668148116;/story.php?story_fbid=492224668148116&id=254011148636137
Lào Cai;;2020-01-27 10:16:54;Nhiệt độ trên đỉnh Fansipan sáng sớm 27/1 xuống ngưỡng -6 độ C, băng giá bao phủ toàn khu vực và có khả năng tiếp diễn những ngày tới.;858;843;1;9;4;1;;23 Comments;491033488267234;/story.php?story_fbid=491033488267234&id=254011148636137
Lào Cai;;2020-01-24 22:04:40;Lào Cai rực rỡ pháo hoa mừng năm mới Canh Tý 2020;11K;1K;4;107;;1;;35 Comments;489634345073815;/story.php?story_fbid=489634345073815&id=254011148636137
Lào Cai;;2020-01-24 20:19:40;Những người vì hoàn cảnh đặc biệt phải về nhà đón Tết muộn chiều 30 Tết đã may mắn đón được chuyến xe miễn phí tại Bến xe Mỹ Đình.;18K;17K;3;70;7;4;1;91 Comments;489584978412085;/story.php?story_fbid=489584978412085&id=254011148636137
Lào Cai;;2020-01-23 11:39:51;😱 PHÁT HIỆN ĐIỂM CHECK IN MỚI ĐÉT FREE VÉ VÀO Ở SAPA 😱 📸 Loading 60% chỉ cách tt Sapa 1km thôi cả nhà ơi. Miễn phí từ mùng 3 tết cho đến khi hoàn thiện nhé. Khách yêu du xuân SaPa nhớ ghé ạ ❤️❤️ Địa chỉ: 87 Nguyễn Chí Thanh ( cạnh Vườn Quốc Gia Hoàng Liên, cách nhà thờ Đá 1.5km );177;170;1;5;1;;;23 Comments;488806755156574;/story.php?story_fbid=488806755156574&id=254011148636137source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
Lào Cai,,2020-02-05 17:09:19,Thời tiết combo mưa phùn và lạnh sẽ kéo dài trong khoảng 10 ngày tới 🥶🥶🥶,264,248,2,4,,10,,15 bình luận,495928454444404,/story.php?story_fbid=495928454444404&id=254011148636137
Lào Cai,,2020-02-05 10:34:34,Tuyệt vời! Bà con mình yên tâm nhé 👏👏👏,201,194,,7,,,,8 bình luận,495803517790231,/story.php?story_fbid=495803517790231&id=254011148636137
Lào Cai,,2020-02-04 13:53:10,"Đến thị xã Sa Pa vào những ngày tháng Giêng, bạn không chỉ được hưởng thời tiết se se lạnh trong nắng nhẹ trong lành, mà còn được đi săn mây xuân ở nơi đỉnh trời.",101,95,,6,,,,3 bình luận,495345017836081,/story.php?story_fbid=495345017836081&id=254011148636137
Lào Cai,,2020-02-04 11:12:10,"Lào Cai: Bắt giữ 2 vụ buôn lậu khẩu trang qua biên giới LCĐT - Trao đổi với phóng viên, ông Nguyễn Văn Qúy, Phó đội trưởng Đội Kiểm soát Hải quan (Cục Hải quan Lào Cai), cho biết: Toàn bộ 25.250 chiếc khẩu trang đều không có giấy tờ chứng minh nguồn gốc được các đối tượng tập kết ở khu vực giáp biên để chuyển lậu sang bên kia biên giới. Vụ thứ nhất, vào lúc 20h, ngày 3/2, trong quá trình tuần tra tại khu vực biên giới (ven bờ sông Nậm Thi), thuộc địa phận tổ 10, phường Lào Cai, thành phố Lào Cai, Tổ công tác liên ngành do Đội Kiểm soát Hải quan (Cục Hải quan Lào Cai) chủ trì phối hợp với Đồn Biên phòng Cửa khẩu quốc tế Lào Cai, Phòng Cảnh sát Môi trường (Công an tỉnh) phát hiện một lô hàng nhiều thùng cát tông chứa hàng hóa nghi vấn. Qua kiểm tra, lực lượng chức năng phát hiện 5 thùng cát tông lớn bên trong có 245 hộp nhỏ chứa 12.250 khẩu trang y tế với nhiều nhãn hiệu khác nhau. Theo lời khai của chủ hàng Ngô Thị Hương (sinh năm 1993, trú tại thị trấn Yên Lạc, huyện Yên Lạc, tỉnh Vĩnh Phúc) không xuất trình được giấy tờ chứng minh nguồn gốc hàng hóa và khai nhận đã mua gom toàn bộ số khẩu trang trên ở một số địa phương của Việt Nam sau đó chuyển lên khu vực biên giới để chuẩn bị xuất lậu sang Trung Quốc bán kiếm lời. Vụ thứ 2, vào lúc 23h, ngày 3/2, trong khi tuần tra chống buôn lậu tại khu vực tổ 10, phường Lào Cai, thành phố Lào Cai, Tổ công tác Đội Kiểm soát Hải quan (Cục Hải quan Lào Cai) phát hiện Nguyễn Thị Quyên (sinh năm 1975), trú tại tổ 34, phường Cốc Lếu, thành phố Lào Cai đang tập kết 7 thùng cát tông lớn bên trong chứa 13.850 khẩu trang. Tại thời điểm kiểm tra, Nguyễn Thị Quyên không xuất trình được giấy tờ chứng minh nguồn gốc hàng hóa, nên Đội Kiểm soát Hải quan đã tạm giữ số khẩu trang trên để xử lý theo qui định. Tại cơ quan hải quan, Nguyễn Thị Quyên khai đã mua gom số khẩu trang này ở các địa phương trong nước sau đó mang ra biên giới để xuất lậu sang Trung Quốc bán kiếm lời. Hiện, toàn bộ số khẩu trang thu được của 2 vụ việc đã được Đội Kiểm soát Hải quan (Cục Hải quan Lào Cai) và cơ quan chức năng tịch thu để xử lý theo pháp luật. Trong những ngày bùng phát dịch bệnh viêm đường hô hấp cấp do chủng mới của virus Corona gây ra tại Trung Quốc, mặt hàng khẩu trang đang được nhiều tiểu thương tìm mua số lượng lớn sau đó xuất lậu sang bên kia biên giới bán kiếm lời. Mỗi hộp khẩu trang ở Việt Nam bán với giá từ 50.000 đến 55.000 đồng/hộp nhưng khi sang bên kia biên giới được đẩy giá lên gấp 2 đến 3 lần, nên đây là mặt hàng đang được nhiều đối tượng buôn lậu. Theo: baolaocai.vn",29,26,,,,3,,5 bình luận,495298294507420,/story.php?story_fbid=495298294507420&id=254011148636137
Lào Cai,,2020-02-03 10:07:39,"Theo thông báo của Cục Thương vụ Công nghiệp và Thông tin, Chính quyền nhân dân huyện Hà Khẩu, tỉnh Vân Nam (Trung Quốc) từ ngày 30/1 sẽ tạm dừng giao dịch tại chợ trao đổi cư dân biên giới Bắc Sơn – Hà Khẩu. Mặc dù đã thông tin đến các doanh nghiệp Việt Nam, nhưng hiện vẫn có hơn 100 container (hơn 2.000 tấn) thanh long đang “mắc kẹt” tại Cửa khẩu Quốc tế đường bộ số II Kim Thành.",46,45,,,1,,,3 bình luận,494748911229025,/story.php?story_fbid=494748911229025&id=254011148636137
Lào Cai,,2020-02-02 11:11:32,"Trong mấy ngày nay, ở nhiều điểm trong thành phố Lào Cai giáp biên giới Việt-Trung, rất nhiều đơn vị, doanh nghiệp và người dân tự nguyện quyên góp, ủng hộ khẩu trang y tế để phát miễn phí cho người dân đi đường, phòng ngừa bệnh viêm hô hấp cấp do virus corona gây ra.",271,253,,17,1,,,9 bình luận,494234627947120,/story.php?story_fbid=494234627947120&id=254011148636137
Lào Cai,,2020-01-31 21:24:15,Toàn bộ học sinh tỉnh Lào Cai sẽ được nghỉ Tết Nguyên đán thêm 3 ngày so với lịch trước đó để đối phó với dịch corona.,148,146,,1,,1,,6 bình luận,493399191363997,/story.php?story_fbid=493399191363997&id=254011148636137
Lào Cai,,2020-01-31 09:20:06,"Từ ngày 25.1 – 30.1.2020, lực lượng chức năng tại cửa khẩu quốc tế Lào Cai đã phát hiện 22 trường hợp nghi bị nhiễm virus Corona, trong đó, có 9 công dân Trung Quốc, 1 công dân Thái Lan và 12 công dân Việt Nam.","1,5K","1,4K",4,6,23,87,5,105 bình luận,493137584723491,/story.php?story_fbid=493137584723491&id=254011148636137
Lào Cai,,2020-01-30 15:16:50,Tuyệt vời quá cô gái LÀO CAI <3,162,156,,4,1,,1,Bình luận,492718428098740,/story.php?story_fbid=492718428098740&id=254011148636137
Lào Cai,,2020-01-30 14:26:24,"Thông tin mới nhất từ Sở Y tế, ca bệnh đầu tiên tiếp nhận ngày 26/1 là Vũ Thị T (xã Cốc Mỳ, Bát Xát), ngày 26/1 sang Trung Quốc làm việc bị sốt và phía nước bạn bàn giao về Việt Nam đã có kết quả âm tính với virus corona.",88,85,,,1,2,,5 bình luận,492702904766959,/story.php?story_fbid=492702904766959&id=254011148636137
Lào Cai,,2020-01-29 16:51:55,"Với loạt background sống ảo độc đáo chìm giữa khung cảnh rừng núi vờn mây, khu phức hợp mới xuất hiện tại Sa Pa sẽ giúp bạn có một chuyến đi khởi đầu năm mới đầy thú vị.",47,46,,,1,,,Bình luận,492224668148116,/story.php?story_fbid=492224668148116&id=254011148636137
Lào Cai,,2020-01-27 10:16:54,"Nhiệt độ trên đỉnh Fansipan sáng sớm 27/1 xuống ngưỡng -6 độ C, băng giá bao phủ toàn khu vực và có khả năng tiếp diễn những ngày tới.",857,842,1,9,4,1,,23 bình luận,491033488267234,/story.php?story_fbid=491033488267234&id=254011148636137
Lào Cai,,2020-01-24 22:04:40,Lào Cai rực rỡ pháo hoa mừng năm mới Canh Tý 2020,"1,1K",1K,4,107,,1,,35 bình luận,489634345073815,/story.php?story_fbid=489634345073815&id=254011148636137
Lào Cai,,2020-01-24 20:19:40,Những người vì hoàn cảnh đặc biệt phải về nhà đón Tết muộn chiều 30 Tết đã may mắn đón được chuyến xe miễn phí tại Bến xe Mỹ Đình.,"1,8K","1,7K",3,70,7,4,1,91 bình luận,489584978412085,/story.php?story_fbid=489584978412085&id=254011148636137
Lào Cai,,2020-01-23 11:39:51,"😱 PHÁT HIỆN ĐIỂM CHECK IN MỚI ĐÉT FREE VÉ VÀO Ở SAPA 😱 📸 Loading 60% chỉ cách tt Sapa 1km thôi cả nhà ơi. Miễn phí từ mùng 3 tết cho đến khi hoàn thiện nhé. Khách yêu du xuân SaPa nhớ ghé ạ ❤️❤️ Địa chỉ: 87 Nguyễn Chí Thanh ( cạnh Vườn Quốc Gia Hoàng Liên, cách nhà thờ Đá 1.5km )",177,170,1,5,1,,,23 bình luận,488806755156574,/story.php?story_fbid=488806755156574&id=254011148636137
